,filename,class_name,class_id,filename_
1726,data\ABD-EL-BASET\output_246_سورة يس  راحة نفسية لا توصف لعلاج الأرق والنوم بهدوء وراحة وسكينة للشيخ عبد الباسط عبد الصمد.mp3,ABD-EL-BASET,0,data\ABD-EL-BASET\output_246_سورة يس  راحة نفسية لا توصف لعلاج الأرق والنوم بهدوء وراحة وسكينة للشيخ عبد الباسط عبد الصمد.mp3
2571,data\ABDALLA-KHALAF\output_150_سورة الكهف كاملة أجمل تلاوة هادئة في يوم الجمعة راحة وسكينة وهدوء  Surah Al kahf Full.mp3,ABDALLA-KHALAF,1,data\ABDALLA-KHALAF\output_150_سورة الكهف كاملة أجمل تلاوة هادئة في يوم الجمعة راحة وسكينة وهدوء  Surah Al kahf Full.mp3
4817,data\ISMAIL-ALKADY\output_321_اذكار الصباح كاملة بصوت رائع و جميل💚 إذا قلته كفاك الله ورزقك من حيث لا تحتسب !!.mp3,ISMAIL-ALKADY,3,data\ISMAIL-ALKADY\output_321_اذكار الصباح كاملة بصوت رائع و جميل💚 إذا قلته كفاك الله ورزقك من حيث لا تحتسب !!.mp3
5178,data\ISMAIL-ALKADY\output_453_أذكار المساء بصوت جميل هادئ مريح للقلب 💚 دعاء المساء الذى إذا قلته كفاك الله ورزقك من حيث لا تحتسب.mp3,ISMAIL-ALKADY,3,data\ISMAIL-ALKADY\output_453_أذكار المساء بصوت جميل هادئ مريح للقلب 💚 دعاء المساء الذى إذا قلته كفاك الله ورزقك من حيث لا تحتسب.mp3
3307,data\ALAA-AKL\output_170_سورة يس  بصوت جميل استمع بنية جلب الرزق وقضاء الدين وتفريج الهم وتيسير الأمور باذن الله.mp3,ALAA-AKL,2,data\ALAA-AKL\output_170_سورة يس  بصوت جميل استمع بنية جلب الرزق وقضاء الدين وتفريج الهم وتيسير الأمور باذن الله.mp3
1580,data\ABD-EL-BASET\output_225_ق..رآن الصباح  سورة البقرة كاملة بصوت الشيخ عبد الباسط عبد الصمد Surah Al Baqarah.mp3,ABD-EL-BASET,0,data\ABD-EL-BASET\output_225_ق..رآن الصباح  سورة البقرة كاملة بصوت الشيخ عبد الباسط عبد الصمد Surah Al Baqarah.mp3
4354,data\ISMAIL-ALKADY\output_167_أذكار النوم تمتع بالهدوء والسكينة وراحة القلب قبل نومك💚أذكارالنوم.mp3,ISMAIL-ALKADY,3,data\ISMAIL-ALKADY\output_167_أذكار النوم تمتع بالهدوء والسكينة وراحة القلب قبل نومك💚أذكارالنوم.mp3
877,data\ABD-EL-BASET\output_125_سورة البقرة كاملة بصوت الشيخ عبد الباسط عبد الصمد Surah Al Baqarah.mp3,ABD-EL-BASET,0,data\ABD-EL-BASET\output_125_سورة البقرة كاملة بصوت الشيخ عبد الباسط عبد الصمد Surah Al Baqarah.mp3
2818,data\ABDALLA-KHALAF\output_397_سورة الكهف كاملة أجمل تلاوة هادئة في يوم الجمعة راحة وسكينة وهدوء  Surah Al kahf Full.mp3,ABDALLA-KHALAF,1,data\ABDALLA-KHALAF\output_397_سورة الكهف كاملة أجمل تلاوة هادئة في يوم الجمعة راحة وسكينة وهدوء  Surah Al kahf Full.mp3
2181,data\ABD-EL-BASET\output_311_سورة يس  راحة نفسية لا توصف لعلاج الأرق والنوم بهدوء وراحة وسكينة للشيخ عبد الباسط عبد الصمد.mp3,ABD-EL-BASET,0,data\ABD-EL-BASET\output_311_سورة يس  راحة نفسية لا توصف لعلاج الأرق والنوم بهدوء وراحة وسكينة للشيخ عبد الباسط عبد الصمد.mp3
1962,data\ABD-EL-BASET\output_280_سورة البقرة كاملة بصوت الشيخ عبد الباسط عبد الصمد Surah Al Baqarah.mp3,ABD-EL-BASET,0,data\ABD-EL-BASET\output_280_سورة البقرة كاملة بصوت الشيخ عبد الباسط عبد الصمد Surah Al Baqarah.mp3
3193,data\ALAA-AKL\output_056_سورة يس  بصوت جميل استمع بنية جلب الرزق وقضاء الدين وتفريج الهم وتيسير الأمور باذن الله.mp3,ALAA-AKL,2,data\ALAA-AKL\output_056_سورة يس  بصوت جميل استمع بنية جلب الرزق وقضاء الدين وتفريج الهم وتيسير الأمور باذن الله.mp3
1643,data\ABD-EL-BASET\output_234_ق..رآن الصباح  سورة البقرة كاملة بصوت الشيخ عبد الباسط عبد الصمد Surah Al Baqarah.mp3,ABD-EL-BASET,0,data\ABD-EL-BASET\output_234_ق..رآن الصباح  سورة البقرة كاملة بصوت الشيخ عبد الباسط عبد الصمد Surah Al Baqarah.mp3
3957,data\ISMAIL-ALKADY\output_035_أذكار المساء بصوت جميل هادئ مريح للقلب 💚 دعاء المساء الذى إذا قلته كفاك الله ورزقك من حيث لا تحتسب.mp3,ISMAIL-ALKADY,3,data\ISMAIL-ALKADY\output_035_أذكار المساء بصوت جميل هادئ مريح للقلب 💚 دعاء المساء الذى إذا قلته كفاك الله ورزقك من حيث لا تحتسب.mp3
414,data\ABD-EL-BASET\output_059_رقية المنزل سورة البقرة + يس + الصافات + الملك + الواقعة +الرحمن (سور الرزق) بصوت عبدالباسط عبدالصمد.mp3,ABD-EL-BASET,0,data\ABD-EL-BASET\output_059_رقية المنزل سورة البقرة + يس + الصافات + الملك + الواقعة +الرحمن (سور الرزق) بصوت عبدالباسط عبدالصمد.mp3
2369,data\ABD-EL-BASET\output_338_سورة الكهف  عبد الباسط عبد الصمد.mp3,ABD-EL-BASET,0,data\ABD-EL-BASET\output_338_سورة الكهف  عبد الباسط عبد الصمد.mp3
1779,data\ABD-EL-BASET\output_254_رقية المنزل سورة البقرة + يس + الصافات + الملك + الواقعة +الرحمن (سور الرزق) بصوت عبدالباسط عبدالصمد.mp3,ABD-EL-BASET,0,data\ABD-EL-BASET\output_254_رقية المنزل سورة البقرة + يس + الصافات + الملك + الواقعة +الرحمن (سور الرزق) بصوت عبدالباسط عبدالصمد.mp3
856,data\ABD-EL-BASET\output_122_سورة البقرة كاملة بصوت الشيخ عبد الباسط عبد الصمد Surah Al Baqarah.mp3,ABD-EL-BASET,0,data\ABD-EL-BASET\output_122_سورة البقرة كاملة بصوت الشيخ عبد الباسط عبد الصمد Surah Al Baqarah.mp3
2522,data\ABDALLA-KHALAF\output_101_سورة الكهف كاملة أجمل تلاوة هادئة في يوم الجمعة راحة وسكينة وهدوء  Surah Al kahf Full.mp3,ABDALLA-KHALAF,1,data\ABDALLA-KHALAF\output_101_سورة الكهف كاملة أجمل تلاوة هادئة في يوم الجمعة راحة وسكينة وهدوء  Surah Al kahf Full.mp3
3567,data\ALAA-AKL\output_430_سورة يس  بصوت جميل استمع بنية جلب الرزق وقضاء الدين وتفريج الهم وتيسير الأمور باذن الله.mp3,ALAA-AKL,2,data\ALAA-AKL\output_430_سورة يس  بصوت جميل استمع بنية جلب الرزق وقضاء الدين وتفريج الهم وتيسير الأمور باذن الله.mp3
1330,data\ABD-EL-BASET\output_190_الرقية الشرعية كاملة لعلاج السحر والمس والعين والحسد و فك الكرب والهم والبيت لشيخ عبدالباسط عبدالصمد.mp3,ABD-EL-BASET,0,data\ABD-EL-BASET\output_190_الرقية الشرعية كاملة لعلاج السحر والمس والعين والحسد و فك الكرب والهم والبيت لشيخ عبدالباسط عبدالصمد.mp3
4840,data\ISMAIL-ALKADY\output_329_أذكار النوم تمتع بالهدوء والسكينة وراحة القلب قبل نومك💚أذكارالنوم.mp3,ISMAIL-ALKADY,3,data\ISMAIL-ALKADY\output_329_أذكار النوم تمتع بالهدوء والسكينة وراحة القلب قبل نومك💚أذكارالنوم.mp3
889,data\ABD-EL-BASET\output_127_الرقية الشرعية كاملة لعلاج السحر والمس والعين والحسد و فك الكرب والهم والبيت لشيخ عبدالباسط عبدالصمد.mp3,ABD-EL-BASET,0,data\ABD-EL-BASET\output_127_الرقية الشرعية كاملة لعلاج السحر والمس والعين والحسد و فك الكرب والهم والبيت لشيخ عبدالباسط عبدالصمد.mp3
4230,data\ISMAIL-ALKADY\output_126_أذكار المساء بصوت جميل هادئ مريح للقلب 💚 دعاء المساء الذى إذا قلته كفاك الله ورزقك من حيث لا تحتسب.mp3,ISMAIL-ALKADY,3,data\ISMAIL-ALKADY\output_126_أذكار المساء بصوت جميل هادئ مريح للقلب 💚 دعاء المساء الذى إذا قلته كفاك الله ورزقك من حيث لا تحتسب.mp3
1544,data\ABD-EL-BASET\output_220_سورة يس  راحة نفسية لا توصف لعلاج الأرق والنوم بهدوء وراحة وسكينة للشيخ عبد الباسط عبد الصمد.mp3,ABD-EL-BASET,0,data\ABD-EL-BASET\output_220_سورة يس  راحة نفسية لا توصف لعلاج الأرق والنوم بهدوء وراحة وسكينة للشيخ عبد الباسط عبد الصمد.mp3
2034,data\ABD-EL-BASET\output_290_سورة يس  راحة نفسية لا توصف لعلاج الأرق والنوم بهدوء وراحة وسكينة للشيخ عبد الباسط عبد الصمد.mp3,ABD-EL-BASET,0,data\ABD-EL-BASET\output_290_سورة يس  راحة نفسية لا توصف لعلاج الأرق والنوم بهدوء وراحة وسكينة للشيخ عبد الباسط عبد الصمد.mp3
252,data\ABD-EL-BASET\output_036_الرقية الشرعية كاملة لعلاج السحر والمس والعين والحسد و فك الكرب والهم والبيت لشيخ عبدالباسط عبدالصمد.mp3,ABD-EL-BASET,0,data\ABD-EL-BASET\output_036_الرقية الشرعية كاملة لعلاج السحر والمس والعين والحسد و فك الكرب والهم والبيت لشيخ عبدالباسط عبدالصمد.mp3
5386,data\ISMAIL-ALKADY\output_571_اذكار الصباح كاملة بصوت رائع و جميل💚 إذا قلته كفاك الله ورزقك من حيث لا تحتسب !!.mp3,ISMAIL-ALKADY,3,data\ISMAIL-ALKADY\output_571_اذكار الصباح كاملة بصوت رائع و جميل💚 إذا قلته كفاك الله ورزقك من حيث لا تحتسب !!.mp3
654,data\ABD-EL-BASET\output_093_سورة الكهف  عبد الباسط عبد الصمد.mp3,ABD-EL-BASET,0,data\ABD-EL-BASET\output_093_سورة الكهف  عبد الباسط عبد الصمد.mp3
350,data\ABD-EL-BASET\output_050_الرقية الشرعية كاملة لعلاج السحر والمس والعين والحسد و فك الكرب والهم والبيت لشيخ عبدالباسط عبدالصمد.mp3,ABD-EL-BASET,0,data\ABD-EL-BASET\output_050_الرقية الشرعية كاملة لعلاج السحر والمس والعين والحسد و فك الكرب والهم والبيت لشيخ عبدالباسط عبدالصمد.mp3
4313,data\ISMAIL-ALKADY\output_153_اذكار الصباح كاملة بصوت رائع و جميل💚 إذا قلته كفاك الله ورزقك من حيث لا تحتسب !!.mp3,ISMAIL-ALKADY,3,data\ISMAIL-ALKADY\output_153_اذكار الصباح كاملة بصوت رائع و جميل💚 إذا قلته كفاك الله ورزقك من حيث لا تحتسب !!.mp3
2357,data\ABD-EL-BASET\output_336_ق..رآن الصباح  سورة البقرة كاملة بصوت الشيخ عبد الباسط عبد الصمد Surah Al Baqarah.mp3,ABD-EL-BASET,0,data\ABD-EL-BASET\output_336_ق..رآن الصباح  سورة البقرة كاملة بصوت الشيخ عبد الباسط عبد الصمد Surah Al Baqarah.mp3
4845,data\ISMAIL-ALKADY\output_331_أذكار المساء بصوت جميل هادئ مريح للقلب 💚 دعاء المساء الذى إذا قلته كفاك الله ورزقك من حيث لا تحتسب.mp3,ISMAIL-ALKADY,3,data\ISMAIL-ALKADY\output_331_أذكار المساء بصوت جميل هادئ مريح للقلب 💚 دعاء المساء الذى إذا قلته كفاك الله ورزقك من حيث لا تحتسب.mp3
1419,data\ABD-EL-BASET\output_202_ق..رآن الصباح  سورة البقرة كاملة بصوت الشيخ عبد الباسط عبد الصمد Surah Al Baqarah.mp3,ABD-EL-BASET,0,data\ABD-EL-BASET\output_202_ق..رآن الصباح  سورة البقرة كاملة بصوت الشيخ عبد الباسط عبد الصمد Surah Al Baqarah.mp3
457,data\ABD-EL-BASET\output_065_سورة البقرة كاملة بصوت الشيخ عبد الباسط عبد الصمد Surah Al Baqarah.mp3,ABD-EL-BASET,0,data\ABD-EL-BASET\output_065_سورة البقرة كاملة بصوت الشيخ عبد الباسط عبد الصمد Surah Al Baqarah.mp3
2728,data\ABDALLA-KHALAF\output_307_سورة الكهف كاملة أجمل تلاوة هادئة في يوم الجمعة راحة وسكينة وهدوء  Surah Al kahf Full.mp3,ABDALLA-KHALAF,1,data\ABDALLA-KHALAF\output_307_سورة الكهف كاملة أجمل تلاوة هادئة في يوم الجمعة راحة وسكينة وهدوء  Surah Al kahf Full.mp3
4697,data\ISMAIL-ALKADY\output_281_اذكار الصباح كاملة بصوت رائع و جميل💚 إذا قلته كفاك الله ورزقك من حيث لا تحتسب !!.mp3,ISMAIL-ALKADY,3,data\ISMAIL-ALKADY\output_281_اذكار الصباح كاملة بصوت رائع و جميل💚 إذا قلته كفاك الله ورزقك من حيث لا تحتسب !!.mp3
90,data\ABD-EL-BASET\output_012_قرآن الصباح  سورة البقرة كاملة بصوت الشيخ عبد الباسط عبد الصمد Surah Al Baqarah.mp3,ABD-EL-BASET,0,data\ABD-EL-BASET\output_012_قرآن الصباح  سورة البقرة كاملة بصوت الشيخ عبد الباسط عبد الصمد Surah Al Baqarah.mp3
798,data\ABD-EL-BASET\output_114_الرقية الشرعية كاملة لعلاج السحر والمس والعين والحسد و فك الكرب والهم والبيت لشيخ عبدالباسط عبدالصمد.mp3,ABD-EL-BASET,0,data\ABD-EL-BASET\output_114_الرقية الشرعية كاملة لعلاج السحر والمس والعين والحسد و فك الكرب والهم والبيت لشيخ عبدالباسط عبدالصمد.mp3
5492,data\ISMAIL-ALKADY\output_677_اذكار الصباح كاملة بصوت رائع و جميل💚 إذا قلته كفاك الله ورزقك من حيث لا تحتسب !!.mp3,ISMAIL-ALKADY,3,data\ISMAIL-ALKADY\output_677_اذكار الصباح كاملة بصوت رائع و جميل💚 إذا قلته كفاك الله ورزقك من حيث لا تحتسب !!.mp3
4837,data\ISMAIL-ALKADY\output_328_أذكار النوم تمتع بالهدوء والسكينة وراحة القلب قبل نومك💚أذكارالنوم.mp3,ISMAIL-ALKADY,3,data\ISMAIL-ALKADY\output_328_أذكار النوم تمتع بالهدوء والسكينة وراحة القلب قبل نومك💚أذكارالنوم.mp3
3705,data\ALAA-AKL\output_568_سورة يس  بصوت جميل استمع بنية جلب الرزق وقضاء الدين وتفريج الهم وتيسير الأمور باذن الله.mp3,ALAA-AKL,2,data\ALAA-AKL\output_568_سورة يس  بصوت جميل استمع بنية جلب الرزق وقضاء الدين وتفريج الهم وتيسير الأمور باذن الله.mp3
26,data\ABD-EL-BASET\output_003_ق..رآن الصباح  سورة البقرة كاملة بصوت الشيخ عبد الباسط عبد الصمد Surah Al Baqarah.mp3,ABD-EL-BASET,0,data\ABD-EL-BASET\output_003_ق..رآن الصباح  سورة البقرة كاملة بصوت الشيخ عبد الباسط عبد الصمد Surah Al Baqarah.mp3
893,data\ABD-EL-BASET\output_127_سورة يس  راحة نفسية لا توصف لعلاج الأرق والنوم بهدوء وراحة وسكينة للشيخ عبد الباسط عبد الصمد.mp3,ABD-EL-BASET,0,data\ABD-EL-BASET\output_127_سورة يس  راحة نفسية لا توصف لعلاج الأرق والنوم بهدوء وراحة وسكينة للشيخ عبد الباسط عبد الصمد.mp3
549,data\ABD-EL-BASET\output_078_سورة الكهف  عبد الباسط عبد الصمد.mp3,ABD-EL-BASET,0,data\ABD-EL-BASET\output_078_سورة الكهف  عبد الباسط عبد الصمد.mp3
4405,data\ISMAIL-ALKADY\output_184_أذكار النوم تمتع بالهدوء والسكينة وراحة القلب قبل نومك💚أذكارالنوم.mp3,ISMAIL-ALKADY,3,data\ISMAIL-ALKADY\output_184_أذكار النوم تمتع بالهدوء والسكينة وراحة القلب قبل نومك💚أذكارالنوم.mp3
181,data\ABD-EL-BASET\output_025_قرآن الصباح  سورة البقرة كاملة بصوت الشيخ عبد الباسط عبد الصمد Surah Al Baqarah.mp3,ABD-EL-BASET,0,data\ABD-EL-BASET\output_025_قرآن الصباح  سورة البقرة كاملة بصوت الشيخ عبد الباسط عبد الصمد Surah Al Baqarah.mp3
5519,data\ISMAIL-ALKADY\output_704_اذكار الصباح كاملة بصوت رائع و جميل💚 إذا قلته كفاك الله ورزقك من حيث لا تحتسب !!.mp3,ISMAIL-ALKADY,3,data\ISMAIL-ALKADY\output_704_اذكار الصباح كاملة بصوت رائع و جميل💚 إذا قلته كفاك الله ورزقك من حيث لا تحتسب !!.mp3
263,data\ABD-EL-BASET\output_037_سورة يس  راحة نفسية لا توصف لعلاج الأرق والنوم بهدوء وراحة وسكينة للشيخ عبد الباسط عبد الصمد.mp3,ABD-EL-BASET,0,data\ABD-EL-BASET\output_037_سورة يس  راحة نفسية لا توصف لعلاج الأرق والنوم بهدوء وراحة وسكينة للشيخ عبد الباسط عبد الصمد.mp3
4825,data\ISMAIL-ALKADY\output_324_أذكار النوم تمتع بالهدوء والسكينة وراحة القلب قبل نومك💚أذكارالنوم.mp3,ISMAIL-ALKADY,3,data\ISMAIL-ALKADY\output_324_أذكار النوم تمتع بالهدوء والسكينة وراحة القلب قبل نومك💚أذكارالنوم.mp3
1350,data\ABD-EL-BASET\output_192_قرآن الصباح  سورة البقرة كاملة بصوت الشيخ عبد الباسط عبد الصمد Surah Al Baqarah.mp3,ABD-EL-BASET,0,data\ABD-EL-BASET\output_192_قرآن الصباح  سورة البقرة كاملة بصوت الشيخ عبد الباسط عبد الصمد Surah Al Baqarah.mp3
2770,data\ABDALLA-KHALAF\output_349_سورة الكهف كاملة أجمل تلاوة هادئة في يوم الجمعة راحة وسكينة وهدوء  Surah Al kahf Full.mp3,ABDALLA-KHALAF,1,data\ABDALLA-KHALAF\output_349_سورة الكهف كاملة أجمل تلاوة هادئة في يوم الجمعة راحة وسكينة وهدوء  Surah Al kahf Full.mp3
2759,data\ABDALLA-KHALAF\output_338_سورة الكهف كاملة أجمل تلاوة هادئة في يوم الجمعة راحة وسكينة وهدوء  Surah Al kahf Full.mp3,ABDALLA-KHALAF,1,data\ABDALLA-KHALAF\output_338_سورة الكهف كاملة أجمل تلاوة هادئة في يوم الجمعة راحة وسكينة وهدوء  Surah Al kahf Full.mp3
3149,data\ALAA-AKL\output_012_سورة يس  بصوت جميل استمع بنية جلب الرزق وقضاء الدين وتفريج الهم وتيسير الأمور باذن الله.mp3,ALAA-AKL,2,data\ALAA-AKL\output_012_سورة يس  بصوت جميل استمع بنية جلب الرزق وقضاء الدين وتفريج الهم وتيسير الأمور باذن الله.mp3
3668,data\ALAA-AKL\output_531_سورة يس  بصوت جميل استمع بنية جلب الرزق وقضاء الدين وتفريج الهم وتيسير الأمور باذن الله.mp3,ALAA-AKL,2,data\ALAA-AKL\output_531_سورة يس  بصوت جميل استمع بنية جلب الرزق وقضاء الدين وتفريج الهم وتيسير الأمور باذن الله.mp3
3128,data\ABDALLA-KHALAF\output_707_سورة الكهف كاملة أجمل تلاوة هادئة في يوم الجمعة راحة وسكينة وهدوء  Surah Al kahf Full.mp3,ABDALLA-KHALAF,1,data\ABDALLA-KHALAF\output_707_سورة الكهف كاملة أجمل تلاوة هادئة في يوم الجمعة راحة وسكينة وهدوء  Surah Al kahf Full.mp3
5035,data\ISMAIL-ALKADY\output_394_أذكار النوم تمتع بالهدوء والسكينة وراحة القلب قبل نومك💚أذكارالنوم.mp3,ISMAIL-ALKADY,3,data\ISMAIL-ALKADY\output_394_أذكار النوم تمتع بالهدوء والسكينة وراحة القلب قبل نومك💚أذكارالنوم.mp3
5181,data\ISMAIL-ALKADY\output_454_اذكار الصباح كاملة بصوت رائع و جميل💚 إذا قلته كفاك الله ورزقك من حيث لا تحتسب !!.mp3,ISMAIL-ALKADY,3,data\ISMAIL-ALKADY\output_454_اذكار الصباح كاملة بصوت رائع و جميل💚 إذا قلته كفاك الله ورزقك من حيث لا تحتسب !!.mp3
3282,data\ALAA-AKL\output_145_سورة يس  بصوت جميل استمع بنية جلب الرزق وقضاء الدين وتفريج الهم وتيسير الأمور باذن الله.mp3,ALAA-AKL,2,data\ALAA-AKL\output_145_سورة يس  بصوت جميل استمع بنية جلب الرزق وقضاء الدين وتفريج الهم وتيسير الأمور باذن الله.mp3
4760,data\ISMAIL-ALKADY\output_302_اذكار الصباح كاملة بصوت رائع و جميل💚 إذا قلته كفاك الله ورزقك من حيث لا تحتسب !!.mp3,ISMAIL-ALKADY,3,data\ISMAIL-ALKADY\output_302_اذكار الصباح كاملة بصوت رائع و جميل💚 إذا قلته كفاك الله ورزقك من حيث لا تحتسب !!.mp3
3045,data\ABDALLA-KHALAF\output_624_سورة الكهف كاملة أجمل تلاوة هادئة في يوم الجمعة راحة وسكينة وهدوء  Surah Al kahf Full.mp3,ABDALLA-KHALAF,1,data\ABDALLA-KHALAF\output_624_سورة الكهف كاملة أجمل تلاوة هادئة في يوم الجمعة راحة وسكينة وهدوء  Surah Al kahf Full.mp3
2897,data\ABDALLA-KHALAF\output_476_سورة الكهف كاملة أجمل تلاوة هادئة في يوم الجمعة راحة وسكينة وهدوء  Surah Al kahf Full.mp3,ABDALLA-KHALAF,1,data\ABDALLA-KHALAF\output_476_سورة الكهف كاملة أجمل تلاوة هادئة في يوم الجمعة راحة وسكينة وهدوء  Surah Al kahf Full.mp3
4209,data\ISMAIL-ALKADY\output_119_أذكار المساء بصوت جميل هادئ مريح للقلب 💚 دعاء المساء الذى إذا قلته كفاك الله ورزقك من حيث لا تحتسب.mp3,ISMAIL-ALKADY,3,data\ISMAIL-ALKADY\output_119_أذكار المساء بصوت جميل هادئ مريح للقلب 💚 دعاء المساء الذى إذا قلته كفاك الله ورزقك من حيث لا تحتسب.mp3
3649,data\ALAA-AKL\output_512_سورة يس  بصوت جميل استمع بنية جلب الرزق وقضاء الدين وتفريج الهم وتيسير الأمور باذن الله.mp3,ALAA-AKL,2,data\ALAA-AKL\output_512_سورة يس  بصوت جميل استمع بنية جلب الرزق وقضاء الدين وتفريج الهم وتيسير الأمور باذن الله.mp3
5139,data\ISMAIL-ALKADY\output_433_اذكار الصباح كاملة بصوت رائع و جميل💚 إذا قلته كفاك الله ورزقك من حيث لا تحتسب !!.mp3,ISMAIL-ALKADY,3,data\ISMAIL-ALKADY\output_433_اذكار الصباح كاملة بصوت رائع و جميل💚 إذا قلته كفاك الله ورزقك من حيث لا تحتسب !!.mp3
4556,data\ISMAIL-ALKADY\output_234_اذكار الصباح كاملة بصوت رائع و جميل💚 إذا قلته كفاك الله ورزقك من حيث لا تحتسب !!.mp3,ISMAIL-ALKADY,3,data\ISMAIL-ALKADY\output_234_اذكار الصباح كاملة بصوت رائع و جميل💚 إذا قلته كفاك الله ورزقك من حيث لا تحتسب !!.mp3
3849,data\ALAA-AKL\output_712_سورة يس  بصوت جميل استمع بنية جلب الرزق وقضاء الدين وتفريج الهم وتيسير الأمور باذن الله.mp3,ALAA-AKL,2,data\ALAA-AKL\output_712_سورة يس  بصوت جميل استمع بنية جلب الرزق وقضاء الدين وتفريج الهم وتيسير الأمور باذن الله.mp3
4055,data\ISMAIL-ALKADY\output_067_اذكار الصباح كاملة بصوت رائع و جميل💚 إذا قلته كفاك الله ورزقك من حيث لا تحتسب !!.mp3,ISMAIL-ALKADY,3,data\ISMAIL-ALKADY\output_067_اذكار الصباح كاملة بصوت رائع و جميل💚 إذا قلته كفاك الله ورزقك من حيث لا تحتسب !!.mp3
5105,data\ISMAIL-ALKADY\output_417_اذكار الصباح كاملة بصوت رائع و جميل💚 إذا قلته كفاك الله ورزقك من حيث لا تحتسب !!.mp3,ISMAIL-ALKADY,3,data\ISMAIL-ALKADY\output_417_اذكار الصباح كاملة بصوت رائع و جميل💚 إذا قلته كفاك الله ورزقك من حيث لا تحتسب !!.mp3
2641,data\ABDALLA-KHALAF\output_220_سورة الكهف كاملة أجمل تلاوة هادئة في يوم الجمعة راحة وسكينة وهدوء  Surah Al kahf Full.mp3,ABDALLA-KHALAF,1,data\ABDALLA-KHALAF\output_220_سورة الكهف كاملة أجمل تلاوة هادئة في يوم الجمعة راحة وسكينة وهدوء  Surah Al kahf Full.mp3
1611,data\ABD-EL-BASET\output_230_رقية المنزل سورة البقرة + يس + الصافات + الملك + الواقعة +الرحمن (سور الرزق) بصوت عبدالباسط عبدالصمد.mp3,ABD-EL-BASET,0,data\ABD-EL-BASET\output_230_رقية المنزل سورة البقرة + يس + الصافات + الملك + الواقعة +الرحمن (سور الرزق) بصوت عبدالباسط عبدالصمد.mp3
4216,data\ISMAIL-ALKADY\output_121_أذكار النوم تمتع بالهدوء والسكينة وراحة القلب قبل نومك💚أذكارالنوم.mp3,ISMAIL-ALKADY,3,data\ISMAIL-ALKADY\output_121_أذكار النوم تمتع بالهدوء والسكينة وراحة القلب قبل نومك💚أذكارالنوم.mp3
69,data\ABD-EL-BASET\output_009_قرآن الصباح  سورة البقرة كاملة بصوت الشيخ عبد الباسط عبد الصمد Surah Al Baqarah.mp3,ABD-EL-BASET,0,data\ABD-EL-BASET\output_009_قرآن الصباح  سورة البقرة كاملة بصوت الشيخ عبد الباسط عبد الصمد Surah Al Baqarah.mp3
5394,data\ISMAIL-ALKADY\output_579_اذكار الصباح كاملة بصوت رائع و جميل💚 إذا قلته كفاك الله ورزقك من حيث لا تحتسب !!.mp3,ISMAIL-ALKADY,3,data\ISMAIL-ALKADY\output_579_اذكار الصباح كاملة بصوت رائع و جميل💚 إذا قلته كفاك الله ورزقك من حيث لا تحتسب !!.mp3
2620,data\ABDALLA-KHALAF\output_199_سورة الكهف كاملة أجمل تلاوة هادئة في يوم الجمعة راحة وسكينة وهدوء  Surah Al kahf Full.mp3,ABDALLA-KHALAF,1,data\ABDALLA-KHALAF\output_199_سورة الكهف كاملة أجمل تلاوة هادئة في يوم الجمعة راحة وسكينة وهدوء  Surah Al kahf Full.mp3
676,data\ABD-EL-BASET\output_096_سورة يس  راحة نفسية لا توصف لعلاج الأرق والنوم بهدوء وراحة وسكينة للشيخ عبد الباسط عبد الصمد.mp3,ABD-EL-BASET,0,data\ABD-EL-BASET\output_096_سورة يس  راحة نفسية لا توصف لعلاج الأرق والنوم بهدوء وراحة وسكينة للشيخ عبد الباسط عبد الصمد.mp3
4479,data\ISMAIL-ALKADY\output_209_أذكار المساء بصوت جميل هادئ مريح للقلب 💚 دعاء المساء الذى إذا قلته كفاك الله ورزقك من حيث لا تحتسب.mp3,ISMAIL-ALKADY,3,data\ISMAIL-ALKADY\output_209_أذكار المساء بصوت جميل هادئ مريح للقلب 💚 دعاء المساء الذى إذا قلته كفاك الله ورزقك من حيث لا تحتسب.mp3
5430,data\ISMAIL-ALKADY\output_615_اذكار الصباح كاملة بصوت رائع و جميل💚 إذا قلته كفاك الله ورزقك من حيث لا تحتسب !!.mp3,ISMAIL-ALKADY,3,data\ISMAIL-ALKADY\output_615_اذكار الصباح كاملة بصوت رائع و جميل💚 إذا قلته كفاك الله ورزقك من حيث لا تحتسب !!.mp3
1840,data\ABD-EL-BASET\output_262_قرآن الصباح  سورة البقرة كاملة بصوت الشيخ عبد الباسط عبد الصمد Surah Al Baqarah.mp3,ABD-EL-BASET,0,data\ABD-EL-BASET\output_262_قرآن الصباح  سورة البقرة كاملة بصوت الشيخ عبد الباسط عبد الصمد Surah Al Baqarah.mp3
3442,data\ALAA-AKL\output_305_سورة يس  بصوت جميل استمع بنية جلب الرزق وقضاء الدين وتفريج الهم وتيسير الأمور باذن الله.mp3,ALAA-AKL,2,data\ALAA-AKL\output_305_سورة يس  بصوت جميل استمع بنية جلب الرزق وقضاء الدين وتفريج الهم وتيسير الأمور باذن الله.mp3
